search URL:,https://patents.google.com/?q=%28~patent%252fUS20180069262A1%29&q=%28~patent%252fUS11705576B2%29&q=%28~patent%252fUS11258057B2%29&q=%28~patent%252fCN110311168B%29&q=%28~patent%252fCN111344812B%29&q=%28~patent%252fCN111509222A%29&q=%28~patent%252fCN114122503A%29&q=%28~patent%252fGB2039864A%29&oq=%28~patent%252fCN111344812B%29+OR+%28~patent%252fUS11705576B2%29+OR+%28~patent%252fUS11258057B2%29+OR+%28~patent%252fUS20180069262A1%29+OR+%28~patent%252fCN110311168B%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2019229369-A1,Increasing ionic conductivity of liti2(ps4)3 by zr doping ,Toyota Motor Europe,"Yuki KATOH, Geoffroy Hautier, Anna MIGLIO",2016-10-28,2016-10-28,2019-07-25,,https://patents.google.com/patent/US20190229369A1/en,https://patentimages.storage.googleapis.com/a0/6a/d6/49e215dbedbbdc/US20190229369A1-20190725-D00000.png
CN-106785003-A,A kind of lithium sulfide system solid electrolyte material for adding Li-Si alloy and silver iodide and preparation method thereof ,桂林电器科学研究院有限公司,"朱凌云, 王振宇, 张天锦",2017-02-13,2017-02-13,2017-05-31,,https://patents.google.com/patent/CN106785003A/en,
US-10074854-B2,Anode active material and all solid secondary battery ,Toyota Jidosha Kabushiki Kaisha,"Yuki Matsushita, Satoshi Yoshida, Koichi Sugiura, Hisataka Fujimaki",2015-04-27,2016-04-08,2018-09-11,2018-09-11,https://patents.google.com/patent/US10074854B2/en,https://patentimages.storage.googleapis.com/08/d9/cf/8541df60a61d6d/US10074854-20180911-D00000.png
CN-111566756-A,Solid electrolyte material and battery ,松下知识产权经营株式会社,"境田真志, 浅野哲也, 酒井章裕, 西尾勇祐, 宫崎晃畅, 长谷川真也",2018-01-26,2018-11-14,2020-08-21,,https://patents.google.com/patent/CN111566756A/en,https://patentimages.storage.googleapis.com/f9/66/7d/a8d3e49c54066f/HDA0002574824320000011.png
JP-2021038099-A,Lithium ion-conducting oxide ,"昭和電工株式会社, Showa Denko Kk","良輔 清, Ryosuke SEI, 良輔 清, 建燦 李, Kensan Ri, 建燦 李, 駿介 倉橋, Shunsuke KURAHASHI, 駿介 倉橋",2019-08-30,2019-08-30,2021-03-11,,https://patents.google.com/patent/JP2021038099A/en,
US-2018175447-A1,"Sulfide solid electrolyte material, battery, and producing method for sulfide solid electrolyte material ","Tokyo Institute Of Technology, Toyota Jidosha Kabushiki Kaisha","Ryoji Kanno, Satoshi Hori, Yuki KATO",2015-07-02,2016-07-01,2018-06-21,,https://patents.google.com/patent/US20180175447A1/en,https://patentimages.storage.googleapis.com/46/6e/ed/825892b69bb27c/US20180175447A1-20180621-D00000.png
CN-110556573-A,All-solid-state battery ,丰田自动车株式会社,野濑雅文,2018-06-01,2019-05-23,2019-12-10,,https://patents.google.com/patent/CN110556573A/en,
DE-112014004476-B4,"Sulfide solid electrolyte material, battery and manufacturing process for sulfide solid electrolyte material ",Toyota Jidosha Kabushiki Kaisha,Yuki KATO,2013-09-26,2014-09-10,2023-11-09,2023-11-09,https://patents.google.com/patent/DE112014004476B4/en,https://patentimages.storage.googleapis.com/2a/78/b6/40a182b745bd8f/DE112014004476B4_0006.png
CN-106450332-A,Method for preparing lithium ion battery material ,广东电网有限责任公司电力科学研究院,"徐凯琪, 苏伟, 钟国彬, 王超, 赵伟",2016-10-28,2016-10-28,2017-02-22,,https://patents.google.com/patent/CN106450332A/en,
US-2022140385-A1,Solid electrolyte ,"Mitsui Mining & Smelting Co., Ltd.",Tomohiro KANAMORI,2019-03-29,2020-03-16,2022-05-05,,https://patents.google.com/patent/US20220140385A1/en,https://patentimages.storage.googleapis.com/5a/da/f8/c0fb848e955b83/US20220140385A1-20220505-D00000.png
TW-I700853-B,Positive electrode active material for sodium ion secondary battery and manufacturing method thereof ,日商日本電氣硝子股份有限公司,"池尻純一, 山内英郎, 佐藤史雄",2014-08-25,2015-08-20,2020-08-01,2020-08-01,https://patents.google.com/patent/TWI700853B/en,
CN-110635112-B,Molybdenum selenide-graphite-based bi-ion battery and preparation method thereof ,福州大学,"魏明灯, 郑成, 刘真威",2019-09-25,2019-09-25,2022-05-24,2022-05-24,https://patents.google.com/patent/CN110635112B/en,https://patentimages.storage.googleapis.com/a0/dd/dc/7f480d03e21bcd/190925173206.png
WO-2018221664-A1,"Positive electrode active substance for non-aqueous electrolyte secondary battery and method for producing same, positive electrode mixture paste for non-aqueous electrolyte secondary battery, and non-aqueous electrolyte secondary battery ",住友金属鉱山株式会社,"一臣 漁師, 大塚　良広, 寛子 大下",2017-05-31,2018-05-31,2018-12-06,,https://patents.google.com/patent/WO2018221664A1/en,https://patentimages.storage.googleapis.com/50/f8/3a/609f5806163795/JPOXMLDOC01-appb-D000002.png
WO-2019039566-A1,"Positive electrode active material for nonaqueous electrolyte secondary cell, method for manufacturing said material, nonaqueous electrolyte secondary cell, and method for manufacturing said cell ",住友金属鉱山株式会社,"一臣 漁師, 元彬 猿渡, 寛子 大下, 大塚　良広",2017-08-25,2018-08-23,2019-02-28,,https://patents.google.com/patent/WO2019039566A1/en,https://patentimages.storage.googleapis.com/5d/13/16/3824227022ccae/JPOXMLDOC01-appb-D000002.png
JP-5293112-B2,Method for producing active material and method for producing electrode body ,トヨタ自動車株式会社,"靖 土田, 宏幸 松原, 幸義 上野, 重規 濱, 博文 中本, 正人 神谷, 浩 長瀬",2008-11-25,2008-11-25,2013-09-18,2013-09-18,https://patents.google.com/patent/JP5293112B2/en,https://patentimages.storage.googleapis.com/3e/7b/7a/626cbd512ddaf6/0005293112-3.png
CN-106463714-A,Anode compositions for rechargeable batteries and methods of making same ,3M创新有限公司,"马克·N·奥布罗瓦茨, 赵秀芸",2014-05-29,2015-05-27,2017-02-22,,https://patents.google.com/patent/CN106463714A/en,
JP-2017224474-A,Positive electrode mixture ,"出光興産株式会社, Idemitsu Kosan Co Ltd","津野　利章, Toshiaki Tsuno, 利章 津野",2016-06-15,2016-06-15,2017-12-21,,https://patents.google.com/patent/JP2017224474A/en,
CN-115885392-A,"Surface-treated electrode, protection of solid electrolyte, and element, module and battery comprising said electrode ",萨弗特公司,"克里斯蒂安·若尔迪, 樊尚·佩莱",2020-06-16,2021-06-16,2023-03-31,,https://patents.google.com/patent/CN115885392A/en,https://patentimages.storage.googleapis.com/74/e4/88/7b171cf90aa180/HDA0004003063000000011.png
TW-I692141-B,Positive electrode material for electric storage device and manufacturing method thereof ,日商日本電氣硝子股份有限公司,山内英郎,2014-11-26,2015-11-25,2020-04-21,2020-04-21,https://patents.google.com/patent/TWI692141B/en,
JP-6607959-B2,"Electrode material, electrode sheet for all-solid-state secondary battery, all-solid-state secondary battery, electrode sheet for all-solid-state secondary battery, and method for producing all-solid-state secondary battery ",富士フイルム株式会社,"宏顕 望月, 洋史 加賀",2015-12-16,2016-11-29,2019-11-20,2019-11-20,https://patents.google.com/patent/JP6607959B2/en,https://patentimages.storage.googleapis.com/65/1a/56/9cf2582d635b86/0006607959-4.png
CN-112993226-A,"Oxide glass positive electrode material, preparation method and application thereof ",海南大学,"李长久, 孔凡厚, 梁雪, 易兰林, 张瑞翔, 饶寅朝",2021-02-07,2021-02-07,2021-06-18,,https://patents.google.com/patent/CN112993226A/en,https://patentimages.storage.googleapis.com/f1/c1/9b/23676852b4d147/HDA0002940987630000011.png
JP-6073107-B2,Solid electrolyte ,出光興産株式会社,"孝宜 菅原, 孝宜 菅原, 樋口　弘幸, 弘幸 樋口, 田村　裕之, 裕之 田村",2012-11-06,2012-11-06,2017-02-01,2017-02-01,https://patents.google.com/patent/JP6073107B2/en,https://patentimages.storage.googleapis.com/a8/03/64/c7ba577d48386a/0006073107-5.png
CN-106654184-A,"Lithium ion battery positive electrode material additive, positive electrode material, positive electrode and battery ",上海比亚迪有限公司,"焦晓朋, 张百爽, 李世彩",2015-10-29,2015-10-29,2017-05-10,,https://patents.google.com/patent/CN106654184A/en,
CN-101355162-A,"Method for manufacturing lithium-iron-phosphorus compound oxide carbon complex and method for manufacturing coprecipitate containing lithium, iron, and phosphorus ",日本化学工业株式会社,"仲冈泰裕, 柳原淳良",2007-07-27,2008-07-25,2009-01-28,,https://patents.google.com/patent/CN101355162A/en,https://patentimages.storage.googleapis.com/50/b1/3e/7aff556b912664/A20081014421400211.png
JP-6783731-B2,Sulfide solid electrolyte ,"トヨタ自動車株式会社, 公立大学法人大阪","尚己 長田, 尚己 長田, 英行 山村, 英行 山村, 辰巳砂　昌弘, 昌弘 辰巳砂, 晃敏 林, 晃敏 林",2017-09-13,2017-09-13,2020-11-11,2020-11-11,https://patents.google.com/patent/JP6783731B2/en,
JP-2013062121-A,Active material for sodium ion battery and sodium ion battery ,"Toyota Motor Corp, トヨタ自動車株式会社","Hideki Nakayama, 英樹 中山, Masafumi Nose, 雅文 野瀬, Takeshi Tojigamori, 健志 當寺ヶ盛, Eikan Oki, 栄幹 大木",2011-09-13,2011-09-13,2013-04-04,,https://patents.google.com/patent/JP2013062121A/en,https://patentimages.storage.googleapis.com/43/ca/8b/014a7201654334/2013062121-4.png
JP-2023531235-A,"LiZnCl4 Derivatives in Space Group Pmn21 as Lithium Superionic Conductors, Solid Electrolytes, and Coating Layers for Lithium Metal and Lithium Ion Batteries ","トヨタ自動車株式会社, ユニバーシティ オブ メリーランド， カレッジ パーク","ムォ，イーフェイ, リュウ，ユンシェン, リン，チェン",2020-06-23,2021-06-23,2023-07-21,,https://patents.google.com/patent/JP2023531235A/en,https://patentimages.storage.googleapis.com/cc/71/ee/f0ddad0270a5c8/2023531235000004.png
JP-2018049834-A,Crystalline solid electrolyte ,"出光興産株式会社, Idemitsu Kosan Co Ltd","孝宜 菅原, Takanobu Sugawara, 孝宜 菅原, 直憲 順毛, Naonori Juno, 直憲 順毛, 亮 油谷, Akira Yuya, 亮 油谷, 樋口　弘幸, Hiroyuki Higuchi, 弘幸 樋口, 中川　將, Susumu Nakagawa, 將 中川, 剛 太田, Takeshi Ota, 剛 太田, 美勝 清野, Yoshikatsu Kiyono, 美勝 清野",2011-11-07,2017-10-24,2018-03-29,,https://patents.google.com/patent/JP2018049834A/en,
US-2018287204-A1,Solid electrolyte material and method for producing the same ,"Tokyo Institute Of Technology, Toyota Jidosha Kabushiki Kaisha","Ryoji Kanno, Satoshi Hori",2017-03-31,2018-03-27,2018-10-04,,https://patents.google.com/patent/US20180287204A1/en,https://patentimages.storage.googleapis.com/f7/a1/df/c9aa03f856550c/US20180287204A1-20181004-D00001.png
JP-5225708-B2,"Lithium nickel manganese cobalt composite oxide for positive electrode active material of lithium secondary battery, method for producing the same, and lithium secondary battery ",日本化学工業株式会社,泰裕 仲岡,2008-02-27,2008-02-27,2013-07-03,2013-07-03,https://patents.google.com/patent/JP5225708B2/en,https://patentimages.storage.googleapis.com/e2/10/89/7c2a9f0d3f9978/0005225708-6.png
KR-101478861-B1,"Positive electrode active material for lithium secondary battery, method for production thereof, and lithium secondary battery ",니폰 가가쿠 고교 가부시키가이샤,"미노루 후쿠치, 히데카즈 아와노, 유우키 안베",2007-07-25,2008-07-24,2015-01-02,2015-01-02,https://patents.google.com/patent/KR101478861B1/en,https://patentimages.storage.googleapis.com/47/94/cd/4205339ae4f513/112010004363933-pct00012.png
JP-2012099272-A,Inorganic solid electrolyte and lithium secondary battery ,"Nippon Shokubai Co Ltd, 株式会社日本触媒","Shigeo Kondo, 繁雄 近藤, Shinya Machida, 信也 町田, Yasuyuki Miyoshi, 泰之 三好",2010-10-29,2010-10-29,2012-05-24,,https://patents.google.com/patent/JP2012099272A/en,https://patentimages.storage.googleapis.com/45/7e/7f/06db4b56915264/2012099272-3.png
WO-2022210675-A1,Solid electrolyte and method for producing same ,三井金属鉱業株式会社,"祐輝 中山, 司 高橋",2021-03-30,2022-03-29,2022-10-06,,https://patents.google.com/patent/WO2022210675A1/en,https://patentimages.storage.googleapis.com/e5/b5/cd/00a661105f9f4f/JPOXMLDOC01-appb-D000002.png
JP-7156157-B2,"Positive electrode mixture, all-solid battery, method for producing positive electrode mixture, and method for producing all-solid battery ",トヨタ自動車株式会社,"雅文 野瀬, 和也 竹内, 有生 池田",2018-06-01,2019-04-23,2022-10-19,2022-10-19,https://patents.google.com/patent/JP7156157B2/en,https://patentimages.storage.googleapis.com/71/b6/30/a92b695f3ae322/0007156157000003.png
JP-2008508670-A,"Cathode composite material and manufacturing method thereof, cathode and lithium ion battery ","センタ・ナショナル・デチュード・スパティアレ, セントレ・ナショナル・デ・ラ・レシェルシェ・サイエンティフィーク, ユニヴェルシテ・ドゥ・モンペリエ・ドゥ","ジャン−クロードゥ・ジュマ, ピエール−エマニュエル・リペン, ジョセッテ・オリヴィエー−フルカドゥ, フローレン・ロベール, パトリック・ウィルマン",2004-07-30,2005-07-28,2008-03-21,,https://patents.google.com/patent/JP2008508670A/en,https://patentimages.storage.googleapis.com/e6/bc/2a/015df64d073296/2008508670-2.png
KR-101181148-B1,Lithium ion conducting sulfide based crystallized glass and method for production thereof ,"마사히로 다츠미사고, 이데미쓰 고산 가부시키가이샤","마사히로 다츠미사고, 미노루 센가, 요시카츠 세이노, 아키토시 하야시",2004-02-12,2005-01-31,2012-09-17,2012-09-17,https://patents.google.com/patent/KR101181148B1/en,https://patentimages.storage.googleapis.com/6e/1c/f9/997d2d3e9a0548/112006057586797-pct00003.png
US-2023246227-A1,Sulfide solid electrolyte and method for manufacturing same ,AGC Inc.,"Naoki Fujii, Kosho AKATSUKA, Manabu Nishizawa, Hideaki Hayashi",2020-10-13,2023-04-10,2023-08-03,,https://patents.google.com/patent/US20230246227A1/en,https://patentimages.storage.googleapis.com/66/60/e4/766dacba6a8dce/US20230246227A1-20230803-D00000.png
CN-102714309-A,Anode material for electrochemical cells and a method for producing same ,"""埃利奥特""有限责任公司",V·S·戈尔什科夫,2009-03-06,2010-02-25,2012-10-03,,https://patents.google.com/patent/CN102714309A/en,
JP-2020119782-A,"Solid electrolyte, and lithium ion power storage element ","株式会社Ｇｓユアサ, Gs Yuasa Corp","大輔 吉川, Daisuke Yoshikawa, 大輔 吉川",2019-01-24,2019-01-24,2020-08-06,,https://patents.google.com/patent/JP2020119782A/en,https://patentimages.storage.googleapis.com/93/b7/4e/2b87d9bee17d7d/2020119782-6.png
CN-101847717-A,Preparation method of lithium titanate composite negative electrode materials used by lithium ion batteries ,合肥工业大学,"朱继平, 赵俊杰, 王清松, 杨宏伟, 李缜",2010-05-27,2010-05-27,2010-09-29,,https://patents.google.com/patent/CN101847717A/en,https://patentimages.storage.googleapis.com/61/9d/16/fc0681c968a8f6/HSA00000136387700011.png
JP-2016134316-A,Solid electrolyte ,"出光興産株式会社, Idemitsu Kosan Co Ltd","美勝 清野, Yoshikatsu Kiyono, 美勝 清野",2015-01-20,2015-01-20,2016-07-25,,https://patents.google.com/patent/JP2016134316A/en,https://patentimages.storage.googleapis.com/0c/fc/d8/6b2721c8c27320/2016134316-4.png
JP-2023531236-A,"Lithium metal chloride derivatives in space group P21/c as lithium superionic conductors, solid electrolytes and coating layers for lithium metal and lithium ion batteries ","トヨタ自動車株式会社, ユニバーシティ オブ メリーランド， カレッジ パーク","ムォ，イーフェイ, リュウ，ユンシェン, リン，チェン",2020-06-23,2021-06-23,2023-07-21,,https://patents.google.com/patent/JP2023531236A/en,https://patentimages.storage.googleapis.com/6f/5c/bb/ed53c79877d855/2023531236000004.png
US-10516164-B2,Cathode active material for non-aqueous electrolyte secondary battery and manufacturing method thereof ,"Sumitomo Metal Mining Co., Ltd.","Tomoko Nakayama, Rei Kokado, Kensaku Mori",2013-05-22,2018-07-13,2019-12-24,2019-12-24,https://patents.google.com/patent/US10516164B2/en,https://patentimages.storage.googleapis.com/0a/2c/b5/2788c0e3416d7a/US10516164-20191224-D00000.png
JP-7281771-B2,Cathode materials and batteries ,パナソニックＩｐマネジメント株式会社,"出 佐々木, 章裕 酒井, 裕太 杉本, 晃暢 宮崎",2018-01-05,2018-11-13,2023-05-26,2023-05-26,https://patents.google.com/patent/JP7281771B2/en,https://patentimages.storage.googleapis.com/a4/64/f8/5397fcdd3fcc54/0007281771000002.png
KR-102002597-B1,"Method for Preparing Solid Electrolyte, Solid Electrolyte Prepared by Using the Same, and All Solid Battery Comprising the Solid Electrolyte ",전자부품연구원,"김경수, 이제남, 조우석, 정구진, 유지상",2017-12-20,2017-12-20,2019-07-22,2019-07-22,https://patents.google.com/patent/KR102002597B1/en,https://patentimages.storage.googleapis.com/2e/5f/c5/1da2fb07dc8348/112017127095264-pat00001.png
